id,severity,description,repository,source,opened_at,closed_at,html_url,line_number,filepath,pattern_internal_id,image_name,image_tag
07566bd4-2141-4768-931d-f94bf7219d65,High,Dangerous location.href assignment can lead to XSS. Please use escape(response.url || '/gestion_financiera_basica/savings-goals/') as a wrapper for escaping,acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340691,246,gestion_financiera_basica/static/gestion_financiera_basica/js/meta-modal.js,ESLint8_xss_no-location-href-assign,,
6d985175-0f0c-4ad2-a817-50017f59b045,Medium,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340652,254,core/management/commands/populate_test_data.py,Bandit_B311,,
8a6e90a6-8e87-46ff-83f2-1f3e1d4235bb,Critical,User controlled data in a `alert.innerHTML` is an anti-pattern that can lead to XSS vulnerabilities,acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340885,317,cuentas/static/cuentas/js/transfer-modal.js,Semgrep_javascript.browser.security.insecure-innerhtml.insecure-innerhtml,,
7d8ac5b8-f506-4251-b129-e1b4cba9ee39,Critical,The application accepts potentially user-controlled input `e` which can control the location of the current window context.,acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340887,286,gestion_financiera_basica/static/gestion_financiera_basica/js/transaction-modal.js,Semgrep_javascript.browser.security.open-redirect-from-function.js-open-redirect-from-function,,
f4594c7b-119c-409f-bb84-d16b1161ca7f,High,Detected user input into a generated CSV file using the built-in `csv` module.,acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340900,1200,analisis_reportes/views.py,Semgrep_python.django.security.injection.csv-writer-injection.csv-writer-injection,,
b03eb5a9-70f7-4cbb-8a60-4385eb0287e5,High,Detected MD5 hash algorithm which is considered insecure.,acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340925,29,alertas_notificaciones/signal_decorators.py,Semgrep_python.lang.security.insecure-hash-algorithms-md5.insecure-hash-algorithm-md5,,
a46903f7-dc69-4b55-ad88-caa65ec76b3a,Critical,Detected data rendered directly to the end user via 'HttpResponse' or a similar object.,acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340899,90,alertas_notificaciones/email_views.py,Semgrep_python.django.security.audit.xss.direct-use-of-httpresponse.direct-use-of-httpresponse,,
c2e79b0b-6af9-407a-9c2c-4de603cef597,High,Dangerous location.href assignment can lead to XSS. Please use escape('/gestion_financiera_basica/savings-goals/') as a wrapper for escaping,acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340677,255,gestion_financiera_basica/static/gestion_financiera_basica/js/meta-modal.js,ESLint8_xss_no-location-href-assign,,
7b9511f0-f74c-46e5-9c18-5ad72eb726f3,Critical,Possible hardcoded secret key (secret),acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340710,42,FinGest/settings.py,Prospector_dodgy,,
b9c75062-16c1-4f92-be74-8900ab0ac737,Critical,"User controlled data in methods like `innerHTML`, `outerHTML` or `document.write` is an anti-pattern that can lead to XSS vulnerabilities",acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340893,61,cuentas/static/cuentas/js/edit-subcuenta-modal.js,Semgrep_javascript.browser.security.insecure-document-method.insecure-document-method,,
3e1df00d-b288-4863-b14d-c9a3564a864d,High,Generic Object Injection Sink,acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340686,14,cuentas/static/cuentas/js/edit-subcuenta-modal.js,ESLint8_security_detect-object-injection,,
49580f7e-fc48-45e2-bb56-4b88579110c8,High,"Unsafe assignment to innerHTML (Variable 'message' declared as function parameter, which is considered unsafe. 'FunctionExpression' at 314:15)",acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340680,317,cuentas/static/cuentas/js/transfer-modal.js,ESLint8_no-unsanitized_property,,
28bf7bc6-7eca-4618-b31b-d438085d62ba,Critical,Google API Key Detected,acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340919,122,educacion_financiera/views_clean.py,Semgrep_generic.secrets.security.detected-google-api-key.detected-google-api-key,,
b178986a-f30d-4b9f-9f2d-f603d054124b,High,Generic Object Injection Sink,acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340683,341,gestion_financiera_basica/static/gestion_financiera_basica/js/transaction-modal.js,ESLint8_security_detect-object-injection,,
874dd1b9-732e-453f-89f3-85e977bf7afb,High,Detected user input into a generated CSV file using the built-in `csv` module.,acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340924,1210,analisis_reportes/views.py,Semgrep_python.django.security.injection.csv-writer-injection.csv-writer-injection,,
5a7639f7-9f83-4a96-becb-f610ccddc884,Medium,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340659,340,core/management/commands/populate_test_data.py,Bandit_B311,,
123b9883-1182-4e6c-9bb1-79d5080c1220,Critical,Detected data rendered directly to the end user via 'HttpResponse' or a similar object.,acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340916,96,alertas_notificaciones/email_views.py,Semgrep_python.django.security.audit.xss.direct-use-of-httpresponse.direct-use-of-httpresponse,,
5231771d-cbff-4bca-999a-311885f0d6ab,Medium,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340662,342,core/management/commands/populate_test_data.py,Bandit_B311,,
6ecea596-239f-42bb-b6d9-1df5f10aa660,Critical,Google Cloud API Key detected,acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340910,122,educacion_financiera/views_clean.py,Semgrep_generic.secrets.security.detected-google-cloud-api-key.detected-google-cloud-api-key,,
31cbbefe-d323-4ff1-933f-0e83a1fe81e6,Critical,The application accepts potentially user-controlled input `e` which can control the location of the current window context.,acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340882,276,cuentas/static/cuentas/js/subcuenta-modal.js,Semgrep_javascript.browser.security.open-redirect-from-function.js-open-redirect-from-function,,
b8ce846a-8da0-4b8b-ab62-4853218ef22d,Medium,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340665,255,core/management/commands/populate_test_data.py,Bandit_B311,,
86d08b00-51e6-4110-9cdd-5f60f6f9f3a5,Critical,A gitleaks gcp-api-key was detected which attempts to identify hard-coded credentials.,acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340902,122,educacion_financiera/views_clean.py,Semgrep_generic.secrets.gitleaks.gcp-api-key.gcp-api-key,,
4e11db56-7a1f-4f05-ad40-c937c3e37832,High,Unsafe assignment to innerHTML,acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340688,72,gestion_financiera_basica/static/gestion_financiera_basica/js/transaction-modal.js,ESLint8_no-unsanitized_property,,
b3ff565c-801f-4f58-b5da-535237a5ba90,Critical,User controlled data in a `overlay.innerHTML` is an anti-pattern that can lead to XSS vulnerabilities,acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340892,61,cuentas/static/cuentas/js/edit-subcuenta-modal.js,Semgrep_javascript.browser.security.insecure-innerhtml.insecure-innerhtml,,
1fda59ef-72c4-4d6b-bac4-ff7217b43c47,Critical,User controlled data in a `overlay.innerHTML` is an anti-pattern that can lead to XSS vulnerabilities,acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340884,72,gestion_financiera_basica/static/gestion_financiera_basica/js/meta-modal.js,Semgrep_javascript.browser.security.insecure-innerhtml.insecure-innerhtml,,
43d4edc7-2f9d-48b6-ae20-7d60fdd5a115,High,Dangerous location.href assignment can lead to XSS. Please use escape(response.url || '/gestion_financiera_basica/transactions/') as a wrapper for escaping,acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340687,286,gestion_financiera_basica/static/gestion_financiera_basica/js/transaction-modal.js,ESLint8_xss_no-location-href-assign,,
98afcc4c-8766-4293-83ea-daa7fdf9973f,Critical,"User controlled data in methods like `innerHTML`, `outerHTML` or `document.write` is an anti-pattern that can lead to XSS vulnerabilities",acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340890,264,cuentas/static/cuentas/js/edit-subcuenta-modal.js,Semgrep_javascript.browser.security.insecure-document-method.insecure-document-method,,
2638a95c-7a6d-4cb2-bfd5-d89aa87f499b,High,Unencoded return value from function 'this.getModalHTML' used in HTML context,acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340676,72,gestion_financiera_basica/static/gestion_financiera_basica/js/meta-modal.js,ESLint8_xss_no-mixed-html,,
09928fae-ae41-43f6-82cc-b1f6b0c60bbc,Critical,"User controlled data in methods like `innerHTML`, `outerHTML` or `document.write` is an anti-pattern that can lead to XSS vulnerabilities",acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340895,72,gestion_financiera_basica/static/gestion_financiera_basica/js/transaction-modal.js,Semgrep_javascript.browser.security.insecure-document-method.insecure-document-method,,
edb32c8c-31c8-4f32-a911-446821805488,High,Detected user input into a generated CSV file using the built-in `csv` module.,acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340917,1193,analisis_reportes/views.py,Semgrep_python.django.security.injection.csv-writer-injection.csv-writer-injection,,
46873cfb-c503-4d0a-988c-697883492b37,Critical,User controlled data in a `alertDiv.innerHTML` is an anti-pattern that can lead to XSS vulnerabilities,acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340889,264,cuentas/static/cuentas/js/edit-subcuenta-modal.js,Semgrep_javascript.browser.security.insecure-innerhtml.insecure-innerhtml,,
d2bdc26c-53ee-4ead-9ae2-0fe068acd2ad,Critical,Detected data rendered directly to the end user via 'HttpResponse' or a similar object.,acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340920,93,alertas_notificaciones/email_views.py,Semgrep_python.django.security.audit.xss.direct-use-of-httpresponse.direct-use-of-httpresponse,,
c3d0488e-96b3-427e-ac74-061de14bf97b,Critical,"User controlled data in methods like `innerHTML`, `outerHTML` or `document.write` is an anti-pattern that can lead to XSS vulnerabilities",acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340886,317,cuentas/static/cuentas/js/transfer-modal.js,Semgrep_javascript.browser.security.insecure-document-method.insecure-document-method,,
c2f0307d-57df-4a0f-b137-1d5ec9e05aad,Critical,A gitleaks gcp-api-key was detected which attempts to identify hard-coded credentials.,acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340928,13,educacion_financiera/ai_tips.py,Semgrep_generic.secrets.gitleaks.gcp-api-key.gcp-api-key,,
14cb43c6-bb38-4ee9-9334-e3131e608889,High,Dangerous location.href assignment can lead to XSS. Please use escape('/cuentas/subcuentas/') as a wrapper for escaping,acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340682,285,cuentas/static/cuentas/js/subcuenta-modal.js,ESLint8_xss_no-location-href-assign,,
fe07580e-7d8b-482f-821c-6b19fcb20e03,High,Detected user input into a generated CSV file using the built-in `csv` module.,acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340931,1190,analisis_reportes/views.py,Semgrep_python.django.security.injection.csv-writer-injection.csv-writer-injection,,
58d27da8-f5ee-419d-8dfc-157e74eb9272,High,Unsafe assignment to innerHTML,acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340692,72,gestion_financiera_basica/static/gestion_financiera_basica/js/meta-modal.js,ESLint8_no-unsanitized_property,,
5d2fc349-d9fd-4229-ad5d-169d7f16d0c7,Critical,User controlled data in a `overlay.innerHTML` is an anti-pattern that can lead to XSS vulnerabilities,acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340896,72,cuentas/static/cuentas/js/subcuenta-modal.js,Semgrep_javascript.browser.security.insecure-innerhtml.insecure-innerhtml,,
016b7c0d-e935-4a7b-888d-819b1d9b25d8,Critical,User controlled data in a `modal.innerHTML` is an anti-pattern that can lead to XSS vulnerabilities,acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340881,121,cuentas/static/cuentas/js/transfer-modal.js,Semgrep_javascript.browser.security.insecure-innerhtml.insecure-innerhtml,,
8e086180-3090-4048-a789-542b758783c5,Critical,Google API Key Detected,acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340912,6,educacion_financiera/services.py,Semgrep_generic.secrets.security.detected-google-api-key.detected-google-api-key,,
3baea231-2475-49d0-8e26-4939e2407607,Critical,Google API Key Detected,acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340927,13,educacion_financiera/ai_tips.py,Semgrep_generic.secrets.security.detected-google-api-key.detected-google-api-key,,
8ffe6acc-8378-455b-801c-572a3973ca71,High,Unencoded return value from function 'this.getModalHTML' used in HTML context,acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340679,72,cuentas/static/cuentas/js/subcuenta-modal.js,ESLint8_xss_no-mixed-html,,
569858a6-ad71-4de4-9b50-17eb16247d50,Critical,"User controlled data in methods like `innerHTML`, `outerHTML` or `document.write` is an anti-pattern that can lead to XSS vulnerabilities",acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340888,121,cuentas/static/cuentas/js/transfer-modal.js,Semgrep_javascript.browser.security.insecure-document-method.insecure-document-method,,
f72fdd84-a223-482b-a13b-33572b70396c,Critical,The application accepts potentially user-controlled input `e` which can control the location of the current window context.,acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340894,246,gestion_financiera_basica/static/gestion_financiera_basica/js/meta-modal.js,Semgrep_javascript.browser.security.open-redirect-from-function.js-open-redirect-from-function,,
0a806fad-fd4b-4938-a589-37dab5c856e3,Critical,Google Cloud API Key detected,acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340914,13,educacion_financiera/ai_tips.py,Semgrep_generic.secrets.security.detected-google-cloud-api-key.detected-google-cloud-api-key,,
85ffa019-9f6b-4c6d-bbea-5568729ad812,High,Dangerous location.href assignment can lead to XSS. Please use escape(response.url || '/cuentas/subcuentas/') as a wrapper for escaping,acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340681,276,cuentas/static/cuentas/js/subcuenta-modal.js,ESLint8_xss_no-location-href-assign,,
8895e322-50c9-41dd-b90e-eb909dbc4413,High,Unsafe assignment to innerHTML,acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340678,121,cuentas/static/cuentas/js/transfer-modal.js,ESLint8_no-unsanitized_property,,
1558bdc7-3b97-4f60-a5dd-f4b513c9de89,High,Possible hardcoded password: 'qwev hawj elja gcub',acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340655,19,alertas_notificaciones/test1.py,Bandit_B105,,
5d161a92-14b8-4760-a155-b0d080301a1a,Critical,Google API Key Detected,acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340901,12,alertas_notificaciones/tests.py,Semgrep_generic.secrets.security.detected-google-api-key.detected-google-api-key,,
d032fdd3-6f88-4f87-be14-450cc2711ab4,High,Dangerous location.href assignment can lead to XSS. Please use escape('/gestion_financiera_basica/transactions/') as a wrapper for escaping,acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340690,295,gestion_financiera_basica/static/gestion_financiera_basica/js/transaction-modal.js,ESLint8_xss_no-location-href-assign,,
f6a543c0-9928-4b01-8ea1-e6a3c9bacaee,Critical,User controlled data in a `overlay.innerHTML` is an anti-pattern that can lead to XSS vulnerabilities,acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340883,72,gestion_financiera_basica/static/gestion_financiera_basica/js/transaction-modal.js,Semgrep_javascript.browser.security.insecure-innerhtml.insecure-innerhtml,,
4f81fbba-47c4-492d-bd2f-b1ae227956f1,Critical,"User controlled data in methods like `innerHTML`, `outerHTML` or `document.write` is an anti-pattern that can lead to XSS vulnerabilities",acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340880,72,gestion_financiera_basica/static/gestion_financiera_basica/js/meta-modal.js,Semgrep_javascript.browser.security.insecure-document-method.insecure-document-method,,
344603c2-8e13-4d99-aa9f-24800f3590d2,Critical,Google Cloud API Key detected,acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340906,12,alertas_notificaciones/tests.py,Semgrep_generic.secrets.security.detected-google-cloud-api-key.detected-google-cloud-api-key,,
9a867354-7b0a-4c9f-99d4-19b2d4c26642,Critical,"User controlled data in methods like `innerHTML`, `outerHTML` or `document.write` is an anti-pattern that can lead to XSS vulnerabilities",acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340891,72,cuentas/static/cuentas/js/subcuenta-modal.js,Semgrep_javascript.browser.security.insecure-document-method.insecure-document-method,,
0026f5de-5d45-4c15-8653-c9ec6a1a875b,High,Detected user input into a generated CSV file using the built-in `csv` module.,acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340909,1198,analisis_reportes/views.py,Semgrep_python.django.security.injection.csv-writer-injection.csv-writer-injection,,
29bca1a6-441b-405e-9dab-faf977e0916d,High,Unsafe assignment to innerHTML,acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340684,72,cuentas/static/cuentas/js/subcuenta-modal.js,ESLint8_no-unsanitized_property,,
c34b4d61-c1ab-4688-9a67-f6e1b794d18a,Critical,Detected data rendered directly to the end user via 'HttpResponse' or a similar object.,acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340904,606,usuarios/views.py,Semgrep_python.django.security.audit.xss.direct-use-of-httpresponse.direct-use-of-httpresponse,,
bc7b4a34-4993-4383-8115-c266f8bb57d8,High,Detected user input into a generated CSV file using the built-in `csv` module.,acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340905,1214,analisis_reportes/views.py,Semgrep_python.django.security.injection.csv-writer-injection.csv-writer-injection,,
67835125-f341-418f-a901-b4a9ae58af73,Critical,Detected data rendered directly to the end user via 'HttpResponse' or a similar object.,acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340923,756,usuarios/views.py,Semgrep_python.django.security.audit.xss.direct-use-of-httpresponse.direct-use-of-httpresponse,,
cda26c73-2826-45d6-8e54-0c9c71fe4110,Medium,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340666,623,usuarios/views.py,Bandit_B311,,
0108c910-f030-4771-aec0-9e429c9bdf84,High,Use form.cleaned_data[] instead of request.POST[] after form.is_valid() has been executed to only access sanitized data,acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340913,212,cuentas/views.py,Semgrep_python.django.security.django-using-request-post-after-is-valid.django-using-request-post-after-is-valid,,
d215a398-8ff4-4b6d-8d9d-64fd052a1f86,Critical,Detected data rendered directly to the end user via 'HttpResponse' or a similar object.,acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340918,493,usuarios/views.py,Semgrep_python.django.security.audit.xss.direct-use-of-httpresponse.direct-use-of-httpresponse,,
cf7a560e-77db-46c3-b3d8-913adcbeaa96,High,Detected user input into a generated CSV file using the built-in `csv` module.,acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340915,1208,analisis_reportes/views.py,Semgrep_python.django.security.injection.csv-writer-injection.csv-writer-injection,,
bca2008f-a55c-48f2-973a-fc6292551377,High,Detected Flask route directly returning a formatted string.,acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340929,21,alertas_notificaciones/views.py,Semgrep_python.flask.security.audit.directly-returned-format-string.directly-returned-format-string,,
46d032e5-1eec-4dbb-8524-e667dd174d30,Medium,"Try, Except, Pass detected.",acevedo,Codacy,2026-05-21T21:10:03.838Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494344342,1162,analisis_reportes/views.py,Bandit_B110,,
2332b10f-2ffd-46cd-b51f-4558278179c5,Medium,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340657,21,usuarios/views.py,Bandit_B311,,
4633ecd2-d3d2-4409-9528-5e98678654d9,High,Possible hardcoded password: 'django-insecure-06s9v4)er801*d#8^73_hlr8rzzy6%&h5*pr+u=^t4_*@wc12n',acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340663,42,FinGest/settings.py,Bandit_B105,,
acbebc28-9e6f-4b09-bf27-5556ecbaf246,High,Detected user input into a generated CSV file using the built-in `csv` module.,acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340907,1191,analisis_reportes/views.py,Semgrep_python.django.security.injection.csv-writer-injection.csv-writer-injection,,
abb11ef9-86f1-4b61-93ac-41f39c252fa8,High,Detected user input into a generated CSV file using the built-in `csv` module.,acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340930,1194,analisis_reportes/views.py,Semgrep_python.django.security.injection.csv-writer-injection.csv-writer-injection,,
